user_name,age,gender,location,category,brand,price in $,click_rate,availability,ratings,image_url,image_description
Customer_7,25,Female,Albany,Shoes,Birkenstock,47.5,225,Out of Stock,3,http://i.pinimg.com/400x/44/d2/be/44d2be4b61aa3691558cdf054288deb7.jpg, These are women's bohemian style sandals. They are made of faux leather and have a rubber sole. The sandals are decorated with colorful pom poms and have a lace-up closure. They are perfect for a summer day out or a casual evening.
Customer_8,25,Female,Albany,Earrings,Chanel,85.5,115,Out of Stock,1,http://i.pinimg.com/400x/b0/2c/d0/b02cd02d2d29a6dc2b2f82f2260d1f1b.jpg," These are long, gold earrings. They are made of metal and have a post back. The earrings are lightweight and comfortable to wear. They are perfect for a special occasion or a night out on the town.

These earrings are perfect for anyone who loves gold jewelry. They are also a great gift for a friend or loved one.

If you are looking for a pair of earrings that will make you stand out, then these are the earrings for you. Order yours today!"
Customer_9,25,Female,Albany,Coats & Jackets,Ralph Lauren,76.0,401,Available,4,http://i.pinimg.com/400x/0a/78/28/0a78282a5c7eb01ad0c9475c02190da2.jpg, Women's hooded zip-front wool-blend coat with quilted lining and waist tie.
Customer_10,25,Female,Albany,Shirts & Tops,Ralph Lauren,23.75,366,Available,5,http://i.pinimg.com/400x/3e/90/f1/3e90f1fcb3488eedcc104c24139ed51e.jpg, A white t-shirt with a red Levi's logo on the front. The shirt is made of 100% cotton and has a relaxed fit. It is perfect for casual wear and can be dressed up or down.
Customer_1,58,Female,Karratha,Shorts,Tommy Hilfiger,25.6,137,Available,1,http://i.pinimg.com/400x/e3/ea/bf/e3eabff64a2c69c31c434635dd5a4357.jpg," White mid-rise shorts with belt loops and a relaxed fit. They are made from a lightweight, non-stretch fabric and have a 5-inch inseam. The shorts are perfect for summer and can be dressed up or down."
Customer_2,58,Female,Karratha,"Handbags, Wallets & Cases",Coach,128.0,308,Out of Stock,3,http://i.pinimg.com/400x/1e/51/0a/1e510a5c25133d8453742100f752f82c.jpg, The Kate Spade Margaux Medium Satchel in pale mint green is a great everyday bag. It's made of smooth leather and features a structured silhouette with a top handle and a detachable shoulder strap. The interior is lined with grosgrain fabric and has a zip pocket and two open pockets. The bag is finished with gold-tone hardware.
Customer_3,58,Female,Karratha,Shoes,Converse,64.0,244,Available,2,http://i.pinimg.com/400x/77/bb/30/77bb30a86e0d58e0a1e6b011414f1f0c.jpg," These black leather ankle boots are perfect for any occasion. They feature a sleek, pointed toe and a high heel. The boots are also detailed with silver studs on the side. The boots are in excellent condition and have only been worn a few times."
Customer_4,58,Female,Karratha,Pants,Champion,38.4,351,Available,1,http://i.pinimg.com/400x/2c/50/45/2c5045168cbf9cd8541ab1c94f2d221c.jpg, Camo high-rise skinny jeans with belt loops and a zip fly.
Customer_5,58,Female,Karratha,Shirts & Tops,Columbia,32.0,169,Out of Stock,2,http://i.pinimg.com/400x/83/07/ea/8307ea03933198f7ac864673807f9aba.jpg," A cropped, sleeveless turtleneck top in a ribbed knit fabric. It has a slim fit and is perfect for layering under blazers or jackets."
Customer_6,58,Female,Karratha,Shoes,Fila,64.0,101,Available,5,http://i.pinimg.com/400x/21/b4/8d/21b48d057ffbcc23e45dcb20ad243d94.jpg," These black velvet lace-up peep-toe booties are the perfect statement piece for any special occasion. With their unique design and high-quality materials, these shoes are sure to turn heads wherever you go. The shoes feature a 4-inch heel and a pointed toe, and are made from 100% genuine leather. They also have a rubber sole for added comfort and durability."
Customer_7,58,Female,Karratha,Shirts & Tops,Puma,32.0,268,Available,1,http://i.pinimg.com/400x/67/b8/33/67b833d764a81d7a26fbb015c72478f1.jpg," A beautiful off-the-shoulder top with a halter neckline. The top is made of a lightweight, airy fabric and features a shirred bodice with a ruffled hem. The long sleeves are finished with tassel ties. The top is perfect for a summer day or night out."
Customer_8,58,Female,Karratha,Shoes,Ecco,64.0,387,Available,2,http://i.pinimg.com/400x/90/b5/f2/90b5f2a066d26b0378dcf17d65a2caf1.jpg, A pair of black leather sandals with a green and red striped fabric strap. The sandals are slip-on and have a rubber sole. They are perfect for a casual day out or a night on the town.
Customer_9,58,Female,Karratha,Coats & Jackets,Michael Kors,102.4,208,Available,5,http://i.pinimg.com/400x/d3/d3/47/d3d34720d7f88a00db5824b199186ba2.jpg," 🧥 Women's trench coat in classic beige color. It features a double-breasted front closure, belted waist, and two front pockets. The coat is made of water-resistant fabric and is lined with a lightweight material. It is perfect for spring and fall weather."
Customer_10,58,Female,Karratha,Pants,Levi's,38.4,263,Available,3,http://i.pinimg.com/400x/c0/9e/5f/c09e5f85a55f17d0cbf452067d5a1429.jpg," The pants are a slim fit, mid-rise, and have a cropped length. They are made from a soft and lightweight fabric and feature a tie waist, belt loops, and two side cargo pockets. The pants are a versatile piece that can be dressed up or down and are perfect for a casual day out or a night on the town."
Customer_1,30,Female,Newcastle,Shirts & Tops,Puma,25.0,120,Available,4,http://i.pinimg.com/400x/48/5b/bd/485bbdb5da972612f7da1cf01ecec107.jpg, White button down shirt with a relaxed fit. The shirt has a collar and long sleeves that can be rolled up. It is made of a lightweight cotton fabric and is perfect for a casual day out or a night on the town.
Customer_2,30,Female,Newcastle,Shorts,Calvin Klein,20.0,189,Available,1,http://i.pinimg.com/400x/e4/bf/b4/e4bfb4db01e25ab5360c122bd37b5b2a.jpg," The perfect summer shorts are here! These high-waisted, floral, lace shorts are sure to turn heads. With a ruffled hem and scalloped lace trim, these shorts are as stylish as they are comfortable. The lightweight fabric is perfect for hot summer days, and the floral pattern is sure to brighten up any outfit. Whether you're headed to a beach party or a summer barbecue, these shorts are sure to be a hit."
Customer_3,30,Female,Newcastle,Skirts,River Island,35.0,474,Available,2,http://i.pinimg.com/400x/06/23/b9/0623b9c10d1b2f50110f1b05d7f0f4de.jpg, A classic denim skirt is a staple in any wardrobe. This one from Lee is made from a comfortable stretch fabric and features a flattering A-line silhouette. It has a button-front closure and two front patch pockets. The dark wash makes it easy to dress up or down.
Customer_4,30,Female,Newcastle,Skirts,H&M,42.0,272,Available,5,http://i.pinimg.com/400x/17/02/36/170236e16c02d302d0724b4ac9dc3835.jpg, A black fitted knee-length pencil skirt with gold-colored zipper detailing at the back. It is made of a scuba-like material and has a high waist. It is suitable for work or a night out.
Customer_5,30,Female,Newcastle,Shoes,Dr. Martens,50.0,362,Available,3,http://i.pinimg.com/400x/45/4d/03/454d03991ac7fe1533dceafb22ea08bb.jpg, These are lace up sandals with a chunky heel. They are made of brown suede and have a unique design. The sandals are perfect for a summer day or a night out. They can be dressed up or down and are sure to make a statement.
Customer_6,30,Female,Newcastle,Shorts,Puma,20.0,375,Available,3,http://i.pinimg.com/400x/2e/c1/12/2ec11221721f3d0b2083b29539e88670.jpg, White denim cutoff shorts with frayed hem and five-pocket styling.
Customer_7,30,Female,Newcastle,Shoes,Timberland,50.0,340,Available,1,http://i.pinimg.com/400x/d3/0f/19/d30f19546f14e028b3c9ef71a53c3491.jpg," These white leather lace-up boots are perfect for winter weather. They feature a round toe, a lugged sole, and red, white, and blue laces. The boots are also waterproof and insulated, making them perfect for keeping your feet warm and dry in the snow."
Customer_8,30,Female,Newcastle,Pants,Express,30.0,136,Available,5,http://i.pinimg.com/400x/ac/4d/44/ac4d44828c6a1e31a89b5b15c371bab4.jpg," Black distressed skinny jeans with a mid rise and a slim leg. They have a button and zip fly closure, belt loops, and five pockets."
Customer_9,30,Female,Newcastle,"Handbags, Wallets & Cases",Givenchy,100.0,371,Out of Stock,2,http://i.pinimg.com/400x/27/6e/fd/276efde82e9f75e389208e533fa6bd27.jpg, Rebecca Minkoff Julian是小巧玲瓏的鏈條包款，以柔軟皮革製成，配有可拆卸的肩帶和金色五金配件。它有多種顏色可供選擇，包括黑色、棕色、酒紅色和白色。Rebecca Minkoff Julian非常適合日常使用，可以容納您的手機、錢包、鑰匙和其他必需品。
Customer_10,30,Female,Newcastle,Shoes,ASICS,50.0,224,Available,5,http://i.pinimg.com/400x/b0/a7/e7/b0a7e75a5d6eaa9b86dc871196e3384c.jpg, These are the classic Adidas Stan Smith sneakers in white with green accents. They are made of leather and have a rubber sole. They are perfect for everyday wear and can be dressed up or down.
Customer_1,77,Male,Kalgoorlie-Boulder,Shirts & Tops,Champion,36.75,441,Out of Stock,1,http://i.pinimg.com/400x/a0/90/04/a09004435e9637bdd55ffe8adeac265e.jpg," A black v-neck t-shirt with short sleeves. The shirt has a relaxed fit and is made from a soft, lightweight fabric. It features a criss-cross detail at the neckline."
Customer_2,77,Male,Kalgoorlie-Boulder,Pants,Wrangler,44.1,473,Available,2,http://i.pinimg.com/400x/c4/e0/5c/c4e05c1c49e380f373f1fdb119008464.jpg," These high-waisted, full-length leggings are perfect for yoga, running, or any other type of workout. They're made with a soft, stretchy fabric that will keep you comfortable all day long. The leggings also feature a hidden waistband pocket for storing small items."
Customer_3,77,Male,Kalgoorlie-Boulder,Pants,Adidas,61.74,434,Available,1,http://i.pinimg.com/400x/c6/69/fa/c669fa0510a181d3665a05ffb8018af3.jpg," A pair of high-waisted, wide-legged pants in a black color. The pants are made of a smooth, woven fabric and have a relaxed fit. They are perfect for a formal occasion or a night out on the town."
Customer_4,77,Male,Kalgoorlie-Boulder,Pants,Levi's,44.1,281,Available,5,http://i.pinimg.com/400x/51/3e/1d/513e1dd53f3b0c067302afc8b1c0c2c7.jpg," The model is wearing a pair of high-rise, skinny jeans. The jeans are dark blue with a medium wash and have a distressed look, with holes at the knees. They are made of a stretch fabric and have a slim fit. The model is also wearing a white blouse and a pair of nude heels."
Customer_5,77,Male,Kalgoorlie-Boulder,Shirts & Tops,Calvin Klein,36.75,475,Available,2,http://i.pinimg.com/400x/54/75/84/54758402491f6c9eef63def930070400.jpg, A women's off-the-shoulder top in blue. The top is made of a lightweight jersey fabric and has a relaxed fit. It features a shirred neckline and short sleeves. The top is perfect for a casual day out or a night on the town.
Customer_6,77,Male,Kalgoorlie-Boulder,Shoes,Under Armour,73.5,285,Out of Stock,5,http://i.pinimg.com/400x/ca/b7/c5/cab7c50ad882ed78ac27dc6d6bf86d97.jpg," These women's slides are perfect for a summer day. They are made of a soft, jelly-like material and have a textured footbed for added comfort. The slides are also embellished with a large, sparkling jewel on the upper. They are great for any casual occasion, whether it be a day at the beach or a night out on the town."
Customer_7,77,Male,Kalgoorlie-Boulder,Skirts,Express,51.45,223,Available,1,http://i.pinimg.com/400x/39/b4/dd/39b4ddb09042f7afb986cf90ff67861e.jpg," A black, knee-length, fitted, ribbed knit skirt with a flared hem."
Customer_8,77,Male,Kalgoorlie-Boulder,Shoes,Crocs,73.5,348,Available,3,http://i.pinimg.com/400x/7a/00/78/7a0078b78905f2c6050b74333b0ea112.jpg, Black high heel sandals with a peep toe and an ankle strap. The shoes are made of faux suede and have a gold-tone buckle. The heel is approximately 4 inches high.
Customer_9,77,Male,Kalgoorlie-Boulder,Shorts,Lululemon,29.4,306,Available,5,http://i.pinimg.com/400x/7c/0d/55/7c0d559abfb42e2c73d34269ec4df5a7.jpg, A pair of high-waisted tweed shorts with a black and white geometric pattern and a raw hem. They are perfect for a summer day or a night out on the town.
Customer_10,77,Male,Kalgoorlie-Boulder,Pants,Lululemon,44.1,136,Available,5,http://i.pinimg.com/400x/d5/8c/f3/d58cf3303b09533fbb9bf8cdde427ddb.jpg, Light blue distressed mid-rise skinny jeans with a frayed hem.
Customer_1,23,Male,Toowoomba,Shoes,Converse,46.5,356,Available,2,http://i.pinimg.com/400x/35/eb/b5/35ebb5413f333d52f4829dd0ebf3d329.jpg, These are men's casual shoes. The shoes are dark blue with white and red accents. They have a unique design with a strap across the top of the foot. The shoes are made of leather and have a rubber sole.
Customer_2,23,Male,Toowoomba,Shoes,ASICS,46.5,193,Out of Stock,4,http://i.pinimg.com/400x/b9/75/1e/b9751e0a0ac77eb96b06c3e8b15e466a.jpg," Women's slip-on sneakers with a perforated upper, platform sole, and almond toe. The shoes are beige and have a rubber sole. They are perfect for casual wear and are available in a variety of colors."
Customer_3,23,Male,Toowoomba,Pants,Express,27.9,144,Available,3,http://i.pinimg.com/400x/df/3e/eb/df3eeb8e2539310d66ae093a39ec0ff2.jpg," Women's high-waisted, wide-legged pants in a silver metallic pleated fabric. The pants have a flared leg and a cropped length. They are perfect for a night out on the town or for a special occasion."
Customer_4,23,Male,Toowoomba,Shoes,Adidas,65.1,280,Available,3,http://i.pinimg.com/400x/17/45/80/174580c81a96074c3f28c17502b84ac1.jpg," These are women's knee-high boots. They are made of olive green suede and have a block heel. The boots are perfect for fall and winter weather. They can be worn with jeans, skirts, or dresses."
Customer_5,23,Male,Toowoomba,Coats & Jackets,The North Face,74.4,377,Available,4,http://i.pinimg.com/400x/61/c8/90/61c89092f89091f110a5d166cb1e2b58.jpg," A floral print bomber jacket with a ribbed collar, cuffs, and hem. It is made of a soft velvet fabric and has a relaxed fit. The jacket is perfect for a casual day out or a night on the town."
Customer_6,23,Male,Toowoomba,Shoes,Birkenstock,46.5,448,Available,4,http://i.pinimg.com/400x/53/5c/e4/535ce4e950d741160a4a2266ace5b75e.jpg, These Lucky Brand sandals are a great summer shoe. They are a light blue color and have a 3.5 inch heel. The straps are adjustable for a custom fit. The sandals are made of suede and have a rubber sole. They are perfect for a day out or a night on the town.
Customer_7,23,Male,Toowoomba,Pants,Zara,36.27,380,Available,1,http://i.pinimg.com/400x/9e/52/ef/9e52ef75d87a7f6a3e63cefa3128d2c1.jpg," A pair of high-rise, skinny jeans with a dark wash and a raw hem. They are made with stretch fabric for a comfortable fit and have a classic five-pocket design."
Customer_8,23,Male,Toowoomba,Shoes,Ecco,46.5,130,Available,3,http://i.pinimg.com/400x/9f/d4/04/9fd40464241bcc4e72cc5bc65379db6e.jpg, These are women's sandals with a gladiator-style design. They are made of rose gold leather and have a flat sole. The sandals are perfect for summer and can be dressed up or down. They are available in sizes 5 to 11.
Customer_9,23,Male,Toowoomba,Shoes,Brooks,46.5,249,Available,2,http://i.pinimg.com/400x/33/18/aa/3318aa3005be78cafd73b5f97e8ff9aa.jpg, These are women's shoes. They are white in color and have a stiletto heel. The shoes are made of mesh and are embellished with crystals. They are perfect for a special occasion or a night out on the town.
Customer_10,23,Male,Toowoomba,Pants,Nike,41.85,437,Available,1,http://i.pinimg.com/400x/8b/81/9a/8b819adc54a1e77bd8be33d2ab80a5a0.jpg," Men's AGOLDE Parker Long Straight Leg Jeans in Parker Aged Indigo. These jeans are crafted from premium stretch denim and feature a relaxed straight leg, five-pocket styling, and a zip fly with button closure."
Customer_1,53,Female,Mildura,Shoes,Merrell,61.5,238,Available,1,http://i.pinimg.com/400x/f3/39/36/f33936f991de507a12c23e9b3b72c520.jpg," These are men's white leather sneakers. They have a lace-up closure and a rubber sole. The shoes are casual and stylish, and they are perfect for everyday wear."
Customer_2,53,Female,Mildura,Coats & Jackets,Moncler,98.4,484,Out of Stock,1,http://i.pinimg.com/400x/d8/e2/07/d8e207a4f26ac061b75ade6cb51df8f2.jpg," A cropped denim jacket is a versatile and stylish piece that can be dressed up or down. This one is made from a dark wash denim and features a classic collar, button-up front, and two front patch pockets. It's perfect for layering over a t-shirt or blouse on a cool day."
Customer_3,53,Female,Mildura,Coats & Jackets,Zara,127.92,461,Out of Stock,3,http://i.pinimg.com/400x/dc/47/f2/dc47f29d14792b5592eff19fc94147b5.jpg," A women's denim jacket with a Star Wars logo on the back. The jacket is blue and has silver studs. It is a cropped jacket and has a slim fit. The jacket is perfect for a casual day out or a night on the town. It can be paired with jeans, shorts, or a dress."
Customer_4,53,Female,Mildura,Shoes,Vans,61.5,200,Available,5,http://i.pinimg.com/400x/35/39/a0/3539a0681b765ac62ac0178328ece042.jpg," These are a pair of light blue, high heel sandals. They are made of a shiny patent material and have a simple, elegant design. The heels are about 4 inches tall and the sandals have a thin ankle strap with a buckle closure. The sandals are perfect for a special occasion or a night out on the town. They would look great with a dress or a skirt and would add a touch of glamour to any outfit."
Customer_5,53,Female,Mildura,Shoes,Timberland,61.5,313,Available,5,http://i.pinimg.com/400x/81/5c/11/815c1174a4be6d0ce6d643d33bd696b3.jpg," These New Balance 530 sneakers are perfect for everyday wear. They feature a suede and mesh upper, a rubber sole, and a lace-up closure. The sneakers are available in a variety of colors, including navy, black, and grey. They are also available in a wide range of sizes, so you can find the perfect fit."
Customer_6,53,Female,Mildura,Coats & Jackets,Columbia,98.4,271,Out of Stock,3,http://i.pinimg.com/400x/c2/00/98/c20098319943d237476c817ddc4177e8.jpg," This is a grey fur coat with a black lining. It is a cropped style, and the fur is curly. The coat has a hook and eye closure at the front."
Customer_7,53,Female,Mildura,Pants,American Eagle,36.9,349,Available,3,http://i.pinimg.com/400x/4d/a0/dd/4da0dd34c4ef082af01b2d04d5d218a2.jpg, Light blue distressed jeans with holes at the knees. The jeans are slim fit and have a cropped leg. They are made from 100% cotton and are machine washable.
Customer_8,53,Female,Mildura,Shoes,Reebok,61.5,324,Available,2,http://i.pinimg.com/400x/14/29/2a/14292a0c0f9e81d29489b45bba884840.jpg, These are women's shoes. They are made of brown suede and have a pointed toe. The heel is 3 inches high. They would be perfect for a night out on the town or for a special occasion.
Customer_9,53,Female,Mildura,Shoes,Crocs,61.5,155,Available,3,http://i.pinimg.com/400x/3e/2c/7a/3e2c7a625c08f0112621c1f400a1f496.jpg," Women's Pointed Toe Flats, Taupe, Size 7.5. These shoes are perfect for a casual day out or a night on the town. They are made of high-quality materials and are sure to be a hit."
Customer_10,53,Female,Mildura,"Handbags, Wallets & Cases",Givenchy,123.0,252,Available,2,http://i.pinimg.com/400x/d2/a3/e5/d2a3e5a615421d29437c81394fb357e4.jpg," A small, neutral-colored leather wallet with a gold chain strap. It has a flap closure with a magnetic snap, and the interior is lined with beige leather. There are multiple card slots and a zippered pocket for coins. The wallet is made in Italy and comes with a dust bag."
Customer_1,79,Male,Wagga Wagga,Sunglasses,Fendi,104.3,487,Available,3,http://i.pinimg.com/400x/1a/4d/b7/1a4db76f8904ded8a1a2cc7b34e9db8b.jpg, Women's black cat-eye sunglasses with a green and red stripe on the inside of the frame. The Gucci logo is on the left lens.
Customer_2,79,Male,Wagga Wagga,Necklaces,Marc Jacobs,89.4,474,Available,4,http://i.pinimg.com/400x/91/7f/1b/917f1b055e08435313006afa61d03e5d.jpg, 14K yellow gold hamsa pendant necklace. The hamsa is a Middle Eastern symbol of protection and good luck. It is often worn as a necklace or amulet. This necklace is made with 14K yellow gold and features a round hamsa pendant with a diamond-cut border. The pendant is suspended from a delicate 14K yellow gold chain.
Customer_3,79,Male,Wagga Wagga,Sunglasses,Oakley,104.3,305,Available,3,http://i.pinimg.com/400x/85/f0/c6/85f0c6dae26c3271b99349c6ff74080d.jpg, White oval sunglasses with a marble effect. The sunglasses have a medium fit and are made of plastic. They have a blue gradient lens and are non-polarized. The sunglasses are suitable for both men and women.
Customer_4,79,Male,Wagga Wagga,Shirts & Tops,Puma,37.25,254,Out of Stock,5,http://i.pinimg.com/400x/88/f3/73/88f373a551f7893f546f549dc1f039c5.jpg," A white crew neck t-shirt with the words ""Rebel Just For Kicks"" printed on the front. The shirt has a relaxed fit and is perfect for everyday wear. It can be paired with jeans, shorts, or skirts. The shirt is made of a soft and comfortable cotton blend fabric."
Customer_5,79,Male,Wagga Wagga,Shoes,Converse,74.5,318,Available,2,http://i.pinimg.com/400x/8a/ae/27/8aae2774631f47a40d4367399a8bb192.jpg, A pair of women's light pink slip-on platform sandals with a 4 inch heel. The sandals are made of faux suede and have a textured footbed. They are perfect for a casual day out or a night on the town.
Customer_6,79,Male,Wagga Wagga,Pants,Lee,44.7,387,Available,2,http://i.pinimg.com/400x/2c/3f/3e/2c3f3e70c31c5b8324c906774485ead3.jpg, Black crushed velvet wide-leg pants with a high waist and side slits.
Customer_7,79,Male,Wagga Wagga,Shirts & Tops,Calvin Klein,37.25,282,Available,1,http://i.pinimg.com/400x/cf/83/bb/cf83bbd03fe5642b7d8ba4ec55daa948.jpg," A beautiful off-the-shoulder top in a soft pink color. The top has a shirred neckline and long sleeves with elastic cuffs. It is made from a lightweight, woven fabric and is perfect for a summer day. The top is also available in other colors."
Customer_8,79,Male,Wagga Wagga,Shirts & Tops,Champion,37.25,345,Available,3,http://i.pinimg.com/400x/42/83/74/428374dbd7d6c1d059569b8d321e45fc.jpg, A women's 3/4 sleeve scoop neck top with a floral and striped pattern. The top is white with brown and gold floral print and brown stripes.
Customer_9,79,Male,Wagga Wagga,Necklaces,Marc Jacobs,89.4,167,Out of Stock,2,http://i.pinimg.com/400x/e9/27/c4/e927c45de5062f36b5153f52e9511ffc.jpg," This is a beautiful and unique cameo pendant necklace. The cameo is hand-carved from genuine blue and white shell, and depicts a serene young woman. The cameo is surrounded by a frame of sparkling cubic zirconia stones, and hangs from a delicate 14k gold-plated chain. This necklace would make a perfect gift for any woman who loves classic and elegant jewelry. It is also a great gift for a religious woman, as the cameo depicts the Virgin Mary."
Customer_10,79,Male,Wagga Wagga,Shirts & Tops,Tommy Hilfiger,37.25,448,Available,5,http://i.pinimg.com/400x/f7/c4/6b/f7c46b4bd0a9dba399bd4681208e1c48.jpg, Black sleeveless mini dress with a high neck and a keyhole cutout at the chest. The dress has a fitted silhouette and a tie at the waist. It is made of a scuba-like material and has a back zipper closure.
Customer_1,66,Male,Sydney,Shoes,Brooks,68.0,332,Available,5,http://i.pinimg.com/400x/ba/f8/c0/baf8c06dadcdc91b0e0aa17ca9cc1c42.jpg, These are brown suede ankle boots with a side zipper closure. They have a low heel and a pointed toe. The boots are made in Italy and are perfect for fall and winter weather.
Customer_2,66,Male,Sydney,Pants,Dickies,40.8,326,Out of Stock,4,http://i.pinimg.com/400x/e8/79/77/e8797794849af821aab3f7e6aa640f63.jpg, Black high-rise skinny jeans with distressed knees and a raw hem.
Customer_3,66,Male,Sydney,Sunglasses,Dior,95.2,165,Available,5,http://i.pinimg.com/400x/62/05/d4/6205d47ed6700375d3265406eb9f6a36.jpg, kate spade new york Women's Cateye Sunglasses. These sunglasses have a plastic frame with a tortoise shell pattern on the temples. The lenses are blue and have a gradient tint.
Customer_4,66,Male,Sydney,Shirts & Tops,Vans,34.0,285,Available,2,http://i.pinimg.com/400x/cb/77/8b/cb778b7ee97349d246b7a82c24cffb82.jpg, White T-shirt with a crew neck and short sleeves. The T-shirt is made of 100% cotton and is machine washable. It is available in sizes XS to XL.
Customer_5,66,Male,Sydney,Pants,American Eagle,40.8,267,Out of Stock,3,http://i.pinimg.com/400x/bd/9f/fa/bd9ffa38ef56a791a487bef6cd0d432f.jpg," Black high waisted, super skinny jeans with distressed knees."
Customer_6,66,Male,Sydney,Coats & Jackets,Columbia,108.8,314,Available,4,http://i.pinimg.com/400x/5b/93/3d/5b933d7939650e797cc9b97be1c0af45.jpg," A black moto jacket is a timeless classic that can be dressed up or down. This one from Madewell is made from high-quality leather and features a slim, flattering fit. It's perfect for layering over sweaters, blouses, and dresses."
Customer_7,66,Male,Sydney,"Handbags, Wallets & Cases",Burberry,136.0,441,Out of Stock,2,http://i.pinimg.com/400x/48/84/ec/4884ec0043d22c25e9a04f2ffda18206.jpg," This is a beige tote bag with red leather handles and silver hardware. It has a large CC logo on the front in white with red outline, and a red leather tag with silver Chanel logo on the side. The interior is lined with beige fabric and has a zippered pocket. It is a large bag, perfect for carrying everyday essentials."
Customer_8,66,Male,Sydney,Shoes,ASICS,68.0,240,Available,3,http://i.pinimg.com/400x/8a/63/ee/8a63ee90d9e209efc0cd6d70648f3efe.jpg," These are women's high heel shoes with a pointed toe. The shoes are black with a floral pattern in shades of purple, pink, and gold. The shoes have a 4-inch heel and are made of synthetic materials. The shoes are perfect for a special occasion or a night out on the town."
Customer_9,66,Male,Sydney,"Handbags, Wallets & Cases",Hermès,136.0,360,Available,4,http://i.pinimg.com/400x/c1/1f/4a/c11f4a026573d01baecee50fd149a3e9.jpg," The Mini Transport Tote is a compact and functional bag, perfect for everyday use. It is made of high-quality leather and features a spacious main compartment, a front pocket with a magnetic closure, and a back slip pocket. The bag can be carried by the top handles or worn on the shoulder with the detachable crossbody strap. It is available in a variety of colors."
Customer_10,66,Male,Sydney,Pants,Dickies,40.8,160,Available,5,http://i.pinimg.com/400x/f0/4b/a3/f04ba38dc717f773ca23f2cffba7f3ea.jpg," Black high-waisted straight-leg pants in a coated stretch-leather. Belt loops, five-pocket styling, and a zip fly with a button closure. Tonal stitching."
Customer_1,52,Male,Kalgoorlie-Boulder,Skirts,Mango,42.7,295,Available,3,http://i.pinimg.com/400x/68/f5/74/68f574449f39d3ca34501773131599c3.jpg, Black fitted knee-length pencil skirt with a high waist. It has a slim fit and is made from a ponte fabric.
Customer_2,52,Male,Kalgoorlie-Boulder,Shoes,Merrell,61.0,106,Available,1,http://i.pinimg.com/400x/aa/d9/2d/aad92da611073f38984cfd17be34d7c7.jpg, A pair of white and black leather sneakers with black stripes on the side and a white sole. The sneakers are from the Adidas Superstar collection and are designed for men. They feature a lace-up closure and a rubber sole. The sneakers are perfect for everyday wear and can be dressed up or down.
Customer_3,52,Male,Kalgoorlie-Boulder,Shoes,Dr. Martens,61.0,127,Available,2,http://i.pinimg.com/400x/ed/78/5f/ed785f9447c044ddea62cf19e0e7c6e6.jpg," These are women's thong sandals with a black leather upper and a rubber sole. They have a unique design with a wide toe strap and a narrow ankle strap. The sandals are also very comfortable, thanks to their arch support and cushioning."
Customer_4,52,Male,Kalgoorlie-Boulder,Pants,Dickies,36.6,292,Available,3,http://i.pinimg.com/400x/75/42/f0/7542f06f47df3781c2c505548835bce5.jpg, White high-rise skinny jeans with a raw hem and silver hardware. They are made of a stretch fabric and are very comfortable to wear. They can be dressed up or down and are perfect for any occasion.
Customer_5,52,Male,Kalgoorlie-Boulder,Shoes,Ecco,61.0,244,Available,2,http://i.pinimg.com/400x/3c/37/63/3c3763e75ea817c0255eb7a65a2a8f78.jpg, These are women's white leather sneakers with a floral pattern. They have a lace-up closure and a platform sole. The shoes are perfect for a casual day out or a night on the town.
Customer_6,52,Male,Kalgoorlie-Boulder,Pants,Uniqlo,36.6,233,Available,5,http://i.pinimg.com/400x/1b/03/cc/1b03cc6162049f53ce3f3236668257d1.jpg," A classic high-rise skinny jean in a dark black wash, featuring a super-skinny fit through the hip and thigh with a slight flare at the ankle. Made with a touch of stretch for a comfortable fit."
Customer_7,52,Male,Kalgoorlie-Boulder,Shirts & Tops,Lululemon,30.5,295,Available,3,http://i.pinimg.com/400x/13/f9/73/13f973491e483c525fc6c91bd531dc2e.jpg," A purple and white striped, collared, button up, long sleeve shirt made of linen. The shirt has a relaxed fit and is slightly longer in the back than the front."
Customer_8,52,Male,Kalgoorlie-Boulder,Coats & Jackets,Ralph Lauren,97.6,356,Available,3,http://i.pinimg.com/400x/1d/84/2f/1d842fb36af5d0b735b5dda3316963fe.jpg," A women's denim jacket is a timeless classic that can be dressed up or down. This particular jacket is a light blue wash with silver hardware. It has a relaxed fit and cropped length. The model is wearing a size small and is 5'9"" tall."
Customer_9,52,Male,Kalgoorlie-Boulder,Shoes,Salomon,61.0,101,Available,5,http://i.pinimg.com/400x/d2/7e/90/d27e90bd09167ac556b24a7a457b26ff.jpg, These are women's shoes. They are made of leather and have a pointed toe. The heel is 3 inches high. The shoes are beige in color. They would be perfect for a formal occasion or a night out on the town.
Customer_10,52,Male,Kalgoorlie-Boulder,"Handbags, Wallets & Cases",Balenciaga,122.0,193,Available,3,http://i.pinimg.com/400x/f6/04/62/f60462a9fc538e5655ea123f00068824.jpg, A white leather handbag with a black handle and silver chain strap. The bag has a flap closure with a magnetic snap. The interior is lined with black fabric and has a small zipper pocket. The bag is perfect for a night out or a special occasion. It can be dressed up or down and is sure to make a statement.
